ensg	length	n_trypsin	n_lysc	n_gluc	n_gluc_de	n_chymotrypsin	n_aspn
ENSG00000112031	380	16	10	19	21	7	6
ENSG00000134817	380	14	6	4	8	22	5
ENSG00000115488	380	17	2	7	20	18	10
ENSG00000097021	380	20	10	12	20	12	6
ENSG00000168496	380	19	15	16	23	15	10
ENSG00000082556	380	9	6	5	11	15	9
ENSG00000125753	380	17	11	11	15	11	3
ENSG00000204316	380	20	3	13	19	18	9
ENSG00000204356	380	19	11	18	16	9	15
ENSG00000177511	380	22	14	8	16	20	7
ENSG00000120253	380	12	1	12	18	16	12
ENSG00000180694	380	11	4	5	8	16	0
ENSG00000021355	379	19	14	11	22	21	13
ENSG00000273604	379	18	3	11	16	6	5
ENSG00000177807	379	11	9	10	18	12	9
ENSG00000102882	379	22	7	17	24	19	11
ENSG00000213930	379	16	4	15	22	16	12
ENSG00000102401	379	19	10	15	20	10	4
ENSG00000175193	379	15	9	7	11	21	3
ENSG00000168522	379	16	10	17	18	14	15
ENSG00000184584	379	16	4	12	14	13	4
ENSG00000197774	379	18	1	14	20	9	5
ENSG00000205111	379	13	13	9	16	15	10
ENSG00000145220	379	18	17	20	21	9	12
ENSG00000106003	379	17	4	10	20	16	11
ENSG00000164031	379	18	17	11	19	18	12
ENSG00000167098	379	19	9	11	16	14	11
ENSG00000128253	378	14	5	10	23	14	17
ENSG00000185291	378	20	10	10	18	20	8
ENSG00000145850	378	16	8	9	17	12	11
ENSG00000176383	378	19	6	5	9	18	6
ENSG00000204687	378	10	5	7	9	16	3
ENSG00000170144	378	19	12	8	13	16	13
ENSG00000205683	378	20	9	14	17	13	11
ENSG00000126353	378	13	7	6	11	20	5
ENSG00000168269	378	11	9	6	12	18	9
ENSG00000026652	378	20	10	12	15	19	7
ENSG00000235863	378	11	4	11	16	15	7
ENSG00000176597	378	17	13	7	20	24	13
ENSG00000117010	378	19	15	18	16	24	5
ENSG00000177082	378	22	6	8	23	18	14
ENSG00000105401	378	15	20	16	19	16	12
ENSG00000128294	377	15	9	11	22	14	11
ENSG00000171307	377	14	4	3	7	18	3
ENSG00000196290	377	19	8	11	21	11	11
ENSG00000164219	377	19	6	9	19	21	10
ENSG00000165526	377	19	14	7	15	9	5
ENSG00000142655	377	15	10	11	10	4	4
ENSG00000159251	377	20	13	16	23	15	10
ENSG00000107796	377	20	13	16	23	15	10
ENSG00000145283	377	4	2	6	8	12	1
ENSG00000213996	377	11	4	2	8	20	6
ENSG00000148334	377	24	13	10	16	21	5
ENSG00000139180	377	25	13	11	11	12	9
ENSG00000087502	377	18	8	13	17	21	13
ENSG00000196954	377	23	13	21	22	18	16
ENSG00000100427	377	12	4	8	12	14	7
ENSG00000147099	377	14	12	12	16	20	15
ENSG00000167536	377	18	6	11	14	15	6
ENSG00000158092	377	19	13	14	15	19	11
ENSG00000101294	377	14	10	5	9	15	5
ENSG00000120063	377	24	15	18	24	23	16
ENSG00000188582	377	12	2	5	10	18	4
ENSG00000171195	377	9	7	8	11	5	1
ENSG00000169717	377	19	15	12	25	16	12
ENSG00000099999	377	17	8	7	16	8	10
ENSG00000143632	377	20	13	16	23	15	10
ENSG00000159352	377	14	5	17	18	7	14
ENSG00000118816	377	21	14	11	17	18	9
ENSG00000175591	377	16	0	5	7	22	8
ENSG00000180011	377	19	10	11	18	18	9
ENSG00000198917	376	19	8	14	17	15	12
ENSG00000120688	376	12	12	21	24	12	13
ENSG00000138107	376	19	14	16	24	20	16
ENSG00000143156	376	20	11	20	22	21	14
ENSG00000250571	376	18	5	16	15	16	2
ENSG00000170638	376	20	10	13	12	9	9
ENSG00000172543	376	19	8	6	18	14	10
ENSG00000165443	376	19	15	16	23	14	15
ENSG00000139637	376	20	2	18	18	21	9
ENSG00000165417	376	5	3	3	6	8	8
ENSG00000169105	376	19	5	10	16	14	8
ENSG00000196408	376	21	3	14	21	9	9
ENSG00000162695	376	14	4	6	20	17	11
ENSG00000101638	376	19	11	9	14	22	3
ENSG00000178184	376	14	4	11	22	8	13
ENSG00000123165	376	21	15	12	22	15	9
ENSG00000169067	376	21	12	17	23	15	11
ENSG00000166965	376	19	3	16	19	10	6
ENSG00000185627	376	26	16	17	22	16	12
ENSG00000163017	376	18	11	16	23	15	10
ENSG00000183770	376	11	10	10	11	14	2
ENSG00000124570	376	21	16	14	18	21	10
ENSG00000170542	376	22	16	19	24	17	8
ENSG00000187758	375	17	16	10	20	12	11
ENSG00000170458	375	16	2	12	14	6	4
ENSG00000264717	375	7	5	10	11	15	1
ENSG00000198890	375	14	1	21	19	17	11
ENSG00000170837	375	14	1	2	5	13	4
ENSG00000214435	375	26	23	18	21	15	12
ENSG00000164850	375	7	3	8	9	17	6
ENSG00000157551	375	17	13	12	16	14	9
ENSG00000101079	375	15	4	7	17	9	16
ENSG00000248144	375	19	16	12	20	12	11
ENSG00000148719	375	16	12	11	19	18	10
ENSG00000115392	375	19	9	14	21	18	8
ENSG00000126091	375	20	12	13	22	18	11
ENSG00000105419	375	12	3	13	19	13	12
ENSG00000196616	375	18	16	10	18	13	12
ENSG00000138379	375	17	16	13	16	15	11
ENSG00000184009	375	20	13	16	23	15	10
ENSG00000204174	375	7	5	10	11	15	1
ENSG00000133661	375	14	10	18	18	7	7
ENSG00000205531	375	16	13	18	15	13	17
ENSG00000124795	375	21	20	15	16	8	4
ENSG00000140557	375	19	13	9	14	16	6
ENSG00000172687	375	23	22	10	15	24	6
ENSG00000206075	375	22	23	17	20	20	13
ENSG00000075624	375	20	13	16	23	15	10
ENSG00000125046	375	23	9	17	21	17	7
ENSG00000112486	374	13	11	8	9	20	4
ENSG00000105717	374	16	9	11	16	10	5
ENSG00000185730	374	24	10	18	23	18	2
ENSG00000166401	374	21	16	18	18	20	8
ENSG00000144455	374	12	6	11	17	16	9
ENSG00000244165	374	17	5	1	8	21	4
ENSG00000121807	374	11	5	5	8	18	4
ENSG00000135722	374	19	1	12	22	11	8
ENSG00000198522	374	13	4	12	16	14	8
ENSG00000177459	374	23	15	23	18	2	6
ENSG00000197894	374	16	18	15	21	15	7
ENSG00000149100	374	19	19	13	20	17	17
ENSG00000105963	374	20	16	13	24	21	10
ENSG00000130383	374	18	7	11	21	18	6
ENSG00000110660	374	14	7	5	9	15	5
ENSG00000179071	374	24	24	21	20	6	9
ENSG00000060558	374	22	15	19	26	21	13
ENSG00000083750	374	17	8	15	21	20	16
ENSG00000144339	374	18	9	13	21	13	14
ENSG00000067167	374	11	5	9	13	18	3
ENSG00000205301	374	24	19	13	15	17	8
ENSG00000155307	373	20	12	9	19	11	15
ENSG00000144182	373	17	15	12	17	17	11
ENSG00000169860	373	14	7	3	8	22	7
ENSG00000046774	373	13	6	20	21	15	8
ENSG00000174600	373	10	3	3	4	23	4
ENSG00000147383	373	23	12	15	18	19	12
ENSG00000137090	373	12	4	8	11	9	2
ENSG00000116353	373	13	7	4	16	11	10
ENSG00000109881	373	16	14	10	13	5	2
ENSG00000034693	373	16	8	11	15	13	11
ENSG00000042286	373	19	12	10	17	16	3
ENSG00000169744	373	13	7	12	17	16	8
ENSG00000124104	373	14	4	12	18	11	11
ENSG00000221947	373	13	8	5	10	20	5
ENSG00000123405	373	9	2	15	22	12	11
ENSG00000162458	373	16	7	18	19	14	10
ENSG00000106477	373	19	7	13	16	12	10
ENSG00000135821	373	13	9	16	23	23	14
ENSG00000164144	373	20	16	17	19	16	10
ENSG00000188266	373	18	17	19	25	23	7
ENSG00000203857	373	14	10	15	20	19	8
ENSG00000178573	373	9	7	10	11	6	8
ENSG00000163870	373	10	2	8	12	18	6
ENSG00000060138	372	15	4	6	11	10	10
ENSG00000188404	372	10	9	9	19	21	8
ENSG00000184574	372	14	0	1	10	16	7
ENSG00000184979	372	13	11	12	21	16	17
ENSG00000135486	372	18	9	7	14	20	12
ENSG00000136807	372	18	15	13	17	16	5
ENSG00000136933	372	20	7	8	20	20	12
ENSG00000135973	372	12	4	4	10	18	5
ENSG00000230797	372	12	10	17	16	16	9
ENSG00000112699	372	26	18	18	21	20	10
ENSG00000107443	372	13	2	9	13	14	6
ENSG00000130429	372	18	12	8	22	19	14
ENSG00000160683	372	14	3	7	11	19	2
ENSG00000179913	372	14	4	5	16	16	5
ENSG00000116329	372	10	3	3	12	15	8
ENSG00000171806	372	17	18	18	18	14	13
ENSG00000198783	372	17	16	17	17	5	12
ENSG00000184378	372	18	13	12	22	15	12
ENSG00000099284	372	19	18	12	14	6	7
ENSG00000103089	372	21	7	6	15	19	6
ENSG00000121897	372	18	14	15	22	18	11
ENSG00000163644	372	18	7	14	23	12	17
ENSG00000203859	372	12	10	15	21	19	8
ENSG00000122756	372	12	3	11	16	16	10
ENSG00000197702	372	16	11	14	17	8	9
ENSG00000124171	372	14	9	12	21	12	12
ENSG00000117411	372	18	5	7	17	20	8
ENSG00000081320	372	9	9	14	22	16	13
ENSG00000180096	372	24	12	14	20	11	16
ENSG00000165915	371	12	3	12	15	16	4
ENSG00000163435	371	14	11	14	20	22	15
ENSG00000163428	371	17	5	9	16	8	4
ENSG00000167654	371	12	3	16	14	16	12
ENSG00000173085	371	7	3	2	11	18	8
ENSG00000126457	371	20	19	16	21	15	14
ENSG00000213699	371	11	3	6	11	16	3
ENSG00000016864	371	20	9	7	13	21	11
ENSG00000178719	371	4	2	2	11	19	5
ENSG00000007392	371	18	13	12	20	10	16
ENSG00000183570	371	15	6	13	19	4	3
ENSG00000136352	371	10	5	3	10	10	6
ENSG00000165795	371	15	5	8	18	12	10
ENSG00000206077	371	19	11	4	6	15	3
ENSG00000181135	371	22	13	12	20	21	9
ENSG00000177291	370	21	3	7	13	12	6
ENSG00000134072	370	15	14	16	20	21	16
ENSG00000152484	370	17	11	15	17	19	8
ENSG00000084090	370	23	8	12	16	18	10
ENSG00000169122	370	23	14	14	17	8	5
ENSG00000088833	370	21	8	17	24	13	12
ENSG00000157782	370	23	3	14	16	7	12
ENSG00000119973	370	9	2	2	5	20	2
ENSG00000065308	370	16	7	14	15	24	3
ENSG00000120137	370	21	14	10	18	19	10
ENSG00000147145	370	14	4	5	10	15	4
ENSG00000171497	370	24	21	16	19	11	15
ENSG00000241685	370	21	14	11	25	24	15
ENSG00000166159	370	14	3	10	18	10	15
ENSG00000136404	370	10	3	5	11	23	7
ENSG00000101323	370	19	15	10	20	15	16
ENSG00000135069	370	20	17	11	19	23	11
ENSG00000170962	370	20	10	8	13	17	11
ENSG00000181240	370	16	7	10	14	12	4
ENSG00000169902	370	18	17	12	21	17	10
ENSG00000113648	369	16	16	7	11	10	6
ENSG00000254852	369	18	13	11	22	7	9
ENSG00000183889	369	16	12	13	23	6	10
ENSG00000214940	369	15	10	13	23	6	10
ENSG00000124260	369	10	3	16	18	13	13
ENSG00000177558	369	18	9	11	14	16	7
ENSG00000100380	369	13	17	12	11	10	13
ENSG00000095059	369	20	12	12	19	16	8
ENSG00000214967	369	15	10	13	23	6	10
ENSG00000132423	369	16	13	9	12	17	8
ENSG00000147168	369	12	6	19	22	16	4
ENSG00000099377	369	17	3	13	18	21	5
ENSG00000180616	369	8	6	3	6	17	6
ENSG00000164756	369	13	8	8	16	15	7
ENSG00000169435	369	21	18	24	25	16	13
ENSG00000128203	369	17	6	12	21	18	9
ENSG00000102230	369	23	13	13	19	16	10
ENSG00000037757	369	20	5	8	16	10	8
ENSG00000184702	369	19	19	15	21	12	17
ENSG00000205089	369	18	5	10	17	11	9
ENSG00000166405	369	20	16	16	13	12	12
ENSG00000120370	369	15	12	17	20	6	8
ENSG00000173585	369	10	8	8	13	21	6
ENSG00000141127	369	23	10	16	22	10	8
ENSG00000174599	369	10	5	8	12	16	3
ENSG00000167011	369	16	5	9	15	10	11
ENSG00000157036	368	17	10	14	22	20	9
ENSG00000196932	368	17	6	10	14	21	5
ENSG00000172466	368	21	11	24	24	14	9
ENSG00000141985	368	19	15	19	21	14	18
ENSG00000143756	368	18	9	15	20	4	9
ENSG00000186810	368	10	1	2	8	16	8
ENSG00000172955	368	16	17	13	16	12	7
ENSG00000172782	368	19	3	9	13	14	5
ENSG00000116981	368	19	7	12	17	21	8
ENSG00000182492	368	17	10	14	19	12	12
ENSG00000157470	368	22	17	20	26	4	13
ENSG00000154945	368	15	7	17	18	9	9
ENSG00000127993	367	16	17	16	20	15	10
ENSG00000168904	367	25	12	14	21	14	4
ENSG00000145192	367	13	8	9	19	10	11
ENSG00000126088	367	16	7	11	21	16	12
ENSG00000130711	367	17	7	16	16	15	6
ENSG00000124194	367	17	11	16	17	13	9
ENSG00000188130	367	19	11	20	26	19	16
ENSG00000161217	367	23	11	17	21	19	12
ENSG00000122254	367	20	6	10	16	13	8
ENSG00000104219	367	18	11	6	15	14	10
ENSG00000101049	367	15	9	11	19	19	13
ENSG00000185721	367	23	17	11	18	14	11
ENSG00000069424	367	17	10	14	17	16	6
ENSG00000104415	367	18	3	6	14	16	12
ENSG00000163623	367	13	7	9	11	8	2
ENSG00000148225	367	17	9	6	22	17	15
ENSG00000144230	367	14	4	5	12	15	3
ENSG00000142025	367	15	6	6	10	8	1
ENSG00000212122	367	20	20	15	23	16	9
ENSG00000213638	367	21	5	12	22	11	8
ENSG00000196361	367	17	9	5	17	19	9
ENSG00000243709	366	19	3	19	22	12	5
ENSG00000166411	366	20	12	8	20	15	13
ENSG00000204022	366	10	10	6	11	26	7
ENSG00000137996	366	19	15	14	16	12	7
ENSG00000165113	366	20	18	16	19	7	14
ENSG00000139546	366	14	7	16	22	7	5
ENSG00000053328	366	14	5	7	17	19	13
ENSG00000179097	366	11	11	9	12	16	5
ENSG00000145391	366	15	8	16	22	21	18
ENSG00000108798	366	16	3	13	20	10	10
ENSG00000143768	366	18	3	19	22	12	5
ENSG00000109189	366	17	10	17	16	17	6
ENSG00000175182	366	14	3	16	22	12	13
ENSG00000123999	366	15	1	9	13	10	4
ENSG00000149582	366	15	1	9	17	13	6
ENSG00000102172	366	20	12	13	22	18	20
ENSG00000197111	365	16	5	14	20	6	4
ENSG00000180776	365	17	12	9	15	17	6
ENSG00000168830	365	9	7	8	13	16	7
ENSG00000071246	365	22	10	14	16	9	13
ENSG00000115596	365	15	3	9	15	8	4
ENSG00000179041	365	20	18	12	14	5	8
ENSG00000165416	365	21	16	16	19	18	14
ENSG00000164023	365	18	14	7	12	14	2
ENSG00000186912	365	15	1	3	7	21	7
ENSG00000097033	365	15	8	19	21	14	13
ENSG00000088002	365	19	10	13	17	21	10
ENSG00000156531	365	21	17	14	17	13	11
ENSG00000213999	365	13	4	6	10	12	10
ENSG00000071282	365	25	19	12	20	12	9
ENSG00000154639	365	24	15	9	12	16	7
ENSG00000241852	365	18	4	16	18	8	8
ENSG00000156711	365	21	15	13	25	20	17
ENSG00000104870	365	14	9	13	15	20	6
ENSG00000077279	365	20	18	4	12	12	9
ENSG00000122034	365	16	15	17	25	19	9
ENSG00000188706	364	13	5	7	11	17	4
ENSG00000149925	364	22	14	15	20	13	7
ENSG00000184344	364	14	10	6	17	19	9
ENSG00000181830	364	14	7	3	5	18	4
ENSG00000164048	364	16	7	24	25	17	6
ENSG00000170681	364	14	12	21	23	5	10
ENSG00000205502	364	22	3	11	17	6	6
ENSG00000136872	364	18	14	14	17	14	6
ENSG00000006047	364	17	6	6	8	5	7
ENSG00000172500	364	20	8	9	20	15	14
ENSG00000113249	364	13	6	9	12	12	6
ENSG00000108591	364	22	18	11	16	14	7
ENSG00000109107	364	22	14	14	20	15	11
ENSG00000240694	364	18	11	21	23	14	7
ENSG00000182149	364	11	9	17	18	15	13
ENSG00000173933	364	18	9	12	18	14	10
ENSG00000214866	364	21	19	10	18	15	15
ENSG00000215012	364	12	1	13	19	9	12
ENSG00000188677	364	19	12	17	19	8	12
ENSG00000119919	364	12	6	8	10	11	8
ENSG00000167525	364	15	4	12	16	8	10
ENSG00000121577	364	13	6	6	12	17	8
ENSG00000105383	364	15	5	7	17	10	8
ENSG00000005486	364	10	3	7	8	16	1
ENSG00000155189	364	19	12	8	12	19	8
ENSG00000185386	364	16	8	14	26	20	13
ENSG00000154553	364	16	7	11	18	10	13
ENSG00000179262	363	13	9	18	19	9	3
ENSG00000155269	363	11	5	2	8	14	5
ENSG00000163918	363	21	17	20	21	9	15
ENSG00000124787	363	19	17	21	23	21	9
ENSG00000196476	363	18	15	16	20	10	8
ENSG00000116863	363	15	4	13	15	19	11
ENSG00000182782	363	13	6	6	13	20	8
ENSG00000132840	363	21	10	20	21	20	13
ENSG00000141642	363	16	11	13	17	12	13
ENSG00000196839	363	20	14	18	22	18	13
ENSG00000164900	363	12	9	13	13	11	3
ENSG00000092036	363	25	17	26	23	10	12
ENSG00000092871	363	13	8	16	17	9	7
ENSG00000106392	363	16	14	17	20	16	10
ENSG00000106852	363	20	11	11	18	12	7
ENSG00000144476	362	7	3	3	9	17	4
ENSG00000135097	362	13	11	6	11	16	5
ENSG00000037749	362	17	6	17	18	17	11
ENSG00000074696	362	15	10	10	12	16	4
ENSG00000156110	362	20	11	15	18	19	10
ENSG00000105982	362	16	13	10	18	16	9
ENSG00000105610	362	9	5	11	14	13	8
ENSG00000184451	362	11	0	3	5	12	3
ENSG00000177464	362	14	1	6	11	16	6
ENSG00000131969	362	21	11	12	18	19	11
ENSG00000139977	362	18	6	15	22	8	10
ENSG00000185787	362	16	17	15	23	17	10
ENSG00000234745	362	18	4	17	19	18	10
ENSG00000134640	362	7	2	4	7	19	2
ENSG00000172031	362	20	11	7	16	20	6
ENSG00000111802	362	16	7	17	21	12	12
ENSG00000169857	362	20	9	13	17	7	12
ENSG00000078808	362	16	14	19	16	18	13
ENSG00000130204	361	10	6	7	15	12	5
ENSG00000115828	361	15	2	6	12	13	8
ENSG00000145687	361	10	3	7	13	8	7
ENSG00000148296	361	15	16	21	22	2	4
ENSG00000120159	361	11	10	17	19	4	10
ENSG00000138138	361	17	11	12	19	13	11
ENSG00000134321	361	19	15	16	16	19	11
ENSG00000169508	361	15	6	2	7	20	3
ENSG00000051128	361	20	11	16	18	12	3
ENSG00000171124	361	22	8	11	21	18	8
ENSG00000205838	361	22	11	17	18	15	7
ENSG00000162814	361	22	19	10	15	22	9
ENSG00000203880	361	18	14	15	17	16	11
ENSG00000256269	361	17	13	13	20	6	8
ENSG00000066427	361	14	5	16	19	9	9
ENSG00000134461	361	21	10	16	25	6	15
ENSG00000168385	361	20	15	14	18	12	11
ENSG00000119614	361	21	11	15	20	7	5
ENSG00000015676	361	22	14	18	23	9	11
ENSG00000059769	360	15	12	11	15	20	7
ENSG00000204531	360	10	8	13	15	14	6
ENSG00000180871	360	14	5	2	5	20	4
ENSG00000100030	360	22	14	15	22	19	12
ENSG00000155858	360	18	9	7	15	10	10
ENSG00000183813	360	6	2	10	11	21	4
ENSG00000068489	360	18	15	8	17	6	7
ENSG00000154165	360	15	6	5	10	24	10
ENSG00000105131	360	14	4	7	14	18	2
ENSG00000143851	360	19	5	16	20	14	5
ENSG00000169371	360	16	9	10	17	18	9
ENSG00000113621	360	15	3	12	16	14	9
ENSG00000172171	360	22	13	12	18	22	9
ENSG00000165887	360	21	9	17	19	8	15
ENSG00000173540	360	15	6	13	22	15	7
ENSG00000188822	360	12	7	3	11	13	5
ENSG00000116874	360	17	11	13	22	12	11
ENSG00000196998	360	17	11	8	20	14	16
ENSG00000163590	360	20	15	13	21	18	17
ENSG00000196704	360	18	8	13	21	17	10
ENSG00000140511	360	21	6	10	17	15	9
ENSG00000140157	360	11	8	5	10	18	3
ENSG00000115685	360	21	12	19	19	7	15
ENSG00000185324	360	20	13	18	23	13	5
ENSG00000085415	360	22	9	5	21	20	11
ENSG00000110104	360	17	12	20	23	3	3
ENSG00000166946	360	12	7	14	19	6	11
ENSG00000188760	360	12	0	5	9	13	7
ENSG00000105612	360	14	7	4	13	20	7
ENSG00000175110	360	24	13	20	24	23	7
ENSG00000112062	360	19	12	13	22	18	15
ENSG00000182162	359	10	1	4	7	16	3
ENSG00000163249	359	17	12	12	18	16	15
ENSG00000165555	359	16	10	9	16	17	6
ENSG00000095380	359	15	11	19	24	13	10
ENSG00000113532	359	20	14	10	18	20	11
ENSG00000186834	359	11	7	18	14	7	7
ENSG00000053371	359	17	5	13	19	11	9
ENSG00000005020	359	18	16	19	24	15	22
ENSG00000156413	359	19	6	11	19	19	4
ENSG00000011465	359	19	11	9	17	11	8
ENSG00000168229	359	12	2	3	6	14	6
ENSG00000168291	359	18	9	15	22	16	9
ENSG00000144891	359	11	9	2	8	19	5
ENSG00000099194	359	13	7	8	12	19	10
ENSG00000108733	359	17	7	8	11	10	6
ENSG00000115165	359	12	4	13	22	12	13
ENSG00000107105	359	16	9	5	16	17	9
ENSG00000050393	359	23	13	12	15	12	8
ENSG00000118518	359	14	5	12	19	6	16
ENSG00000137101	359	19	8	10	15	15	3
ENSG00000133265	359	18	3	11	13	7	2
ENSG00000013306	359	20	7	4	18	17	6
ENSG00000132185	359	9	3	12	20	13	10
ENSG00000088256	359	19	14	19	21	21	15
ENSG00000138813	359	20	11	16	19	7	2
ENSG00000136457	359	16	11	10	19	15	10
ENSG00000136842	359	17	11	15	18	9	11
ENSG00000113749	359	14	7	3	9	16	4
ENSG00000104331	359	15	11	11	12	12	11
ENSG00000156052	359	19	14	17	20	21	18
ENSG00000173914	359	19	9	14	18	14	10
ENSG00000141293	359	14	8	15	21	18	17
ENSG00000138744	359	19	6	9	18	19	10
ENSG00000102805	358	20	13	13	15	22	6
ENSG00000213906	358	11	3	3	5	15	1
ENSG00000185798	358	12	11	10	15	11	8
ENSG00000170464	358	16	11	14	20	19	12
ENSG00000219607	358	16	2	14	16	7	7
ENSG00000119383	358	18	17	18	20	18	9
ENSG00000245848	358	7	6	9	11	7	7
ENSG00000118804	358	25	8	14	21	10	9
ENSG00000183943	358	15	12	12	21	17	16
ENSG00000126249	358	16	4	11	17	18	10
ENSG00000138100	358	19	10	19	20	13	7
ENSG00000090520	358	17	11	12	17	16	18
ENSG00000101255	358	17	6	9	18	16	9
ENSG00000100167	358	17	15	15	17	13	8
ENSG00000204592	358	17	5	17	17	18	12
ENSG00000104381	358	12	11	13	13	14	8
ENSG00000265107	358	16	7	7	10	18	3
ENSG00000124613	358	24	16	16	22	21	4
ENSG00000013588	357	7	5	9	12	21	3
ENSG00000196544	357	16	0	15	16	2	8
ENSG00000144843	357	17	9	7	18	16	9
ENSG00000100490	357	21	15	12	23	16	14
ENSG00000163956	357	21	17	14	16	15	9
ENSG00000175390	357	15	5	7	14	12	12
ENSG00000168300	357	17	11	12	15	16	10
ENSG00000140263	357	22	12	9	12	4	6
ENSG00000184898	357	26	18	15	21	17	8
ENSG00000243667	357	19	16	12	21	19	10
ENSG00000060688	357	17	10	7	23	20	15
ENSG00000131482	357	9	7	1	11	22	5
ENSG00000158955	357	18	8	11	17	11	3
ENSG00000157219	357	9	7	3	9	17	3
ENSG00000127423	357	16	11	13	22	12	14
ENSG00000136999	357	19	9	10	15	9	7
ENSG00000164744	357	18	18	13	14	16	5
ENSG00000082497	356	16	7	16	16	18	5
ENSG00000179604	356	16	8	11	18	9	15
ENSG00000204438	356	21	4	14	16	12	8
ENSG00000149636	356	22	22	22	25	14	13
ENSG00000133119	356	22	15	20	20	8	6
ENSG00000145569	356	17	10	15	17	19	10
ENSG00000170298	356	15	6	6	13	18	8
ENSG00000111728	356	15	11	7	11	20	4
ENSG00000162992	356	11	7	10	13	15	8
ENSG00000169223	356	17	5	3	13	21	14
ENSG00000206559	356	16	13	19	17	14	9
ENSG00000171916	356	16	6	6	13	18	8
ENSG00000153936	356	18	12	15	20	17	11
ENSG00000115526	356	17	18	15	21	17	12
ENSG00000165283	356	18	7	15	26	9	12
ENSG00000169564	356	17	3	13	17	4	5
ENSG00000137074	356	18	12	14	23	7	9
ENSG00000181873	356	15	4	10	18	14	7
ENSG00000077463	355	18	11	14	18	12	8
ENSG00000126246	355	14	1	11	12	6	6
ENSG00000138668	355	13	10	15	17	9	9
ENSG00000156049	355	20	15	16	23	19	16
ENSG00000005421	355	15	10	12	16	16	6
ENSG00000168961	355	16	3	6	12	17	8
ENSG00000168329	355	14	5	6	7	20	4
ENSG00000123594	355	13	6	20	19	11	11
ENSG00000162032	355	16	10	6	14	15	11
ENSG00000183671	355	9	5	4	4	21	3
ENSG00000127528	355	11	6	7	14	13	7
ENSG00000128266	355	17	8	17	23	18	12
ENSG00000114353	355	17	12	15	23	19	18
ENSG00000130414	355	18	13	17	22	17	18
ENSG00000162236	355	18	12	10	15	10	9
ENSG00000167987	355	7	3	9	6	6	2
ENSG00000179934	355	8	6	5	9	18	4
ENSG00000183625	355	10	4	7	7	21	3
ENSG00000087258	354	17	9	17	23	19	20
ENSG00000065135	354	15	12	15	23	19	16
ENSG00000175318	354	23	13	7	14	14	6
ENSG00000159202	354	14	8	10	12	10	12
ENSG00000185909	354	15	2	7	11	20	7
ENSG00000126790	354	17	6	15	22	16	13
ENSG00000081181	354	13	7	7	22	12	15
ENSG00000198841	354	18	4	18	22	10	7
ENSG00000214415	354	18	12	17	24	19	15
ENSG00000049541	354	22	15	16	17	11	10
ENSG00000129226	354	7	2	2	10	11	3
ENSG00000115507	354	7	7	3	7	9	5
ENSG00000076770	354	10	9	7	12	11	7
ENSG00000140067	354	15	13	10	15	8	4
ENSG00000127955	354	15	12	13	23	20	15
ENSG00000103942	354	21	17	16	19	13	10
ENSG00000172260	354	13	5	7	15	19	10
ENSG00000183624	354	22	11	16	20	15	16
ENSG00000145681	354	22	10	4	22	18	16
ENSG00000177182	354	20	10	5	21	12	15
ENSG00000181631	354	14	12	6	13	16	3
ENSG00000152413	354	21	18	18	18	14	11
ENSG00000105854	354	13	12	8	21	12	11
ENSG00000165197	354	22	13	17	19	10	8
ENSG00000105852	354	19	12	12	20	17	10
ENSG00000074410	354	13	8	9	16	16	6
ENSG00000153531	354	16	8	18	21	19	10
ENSG00000124818	354	11	7	4	9	16	5
ENSG00000085741	354	20	13	9	19	10	8
ENSG00000036473	354	18	12	10	22	22	12
ENSG00000137504	354	19	6	12	18	6	10
ENSG00000100739	353	9	2	8	12	15	2
ENSG00000171055	353	16	9	21	22	11	15
ENSG00000066654	353	21	18	17	18	7	7
ENSG00000122566	353	19	9	8	14	17	9
ENSG00000105197	353	13	6	12	18	17	9
ENSG00000182704	353	10	1	8	20	7	11
ENSG00000180269	353	9	5	1	4	22	4
ENSG00000278619	353	17	3	11	17	9	5
ENSG00000143319	353	21	22	9	15	10	11
ENSG00000100558	353	20	15	10	15	19	6
ENSG00000267534	353	13	2	6	9	19	0
ENSG00000176903	353	18	7	22	22	16	9
ENSG00000184164	353	13	7	16	20	14	13
ENSG00000166321	352	16	8	7	10	15	3
ENSG00000171310	352	19	12	11	15	15	8
ENSG00000106927	352	16	7	11	16	15	5
ENSG00000185040	352	17	13	10	12	17	6
ENSG00000107295	352	15	12	20	21	14	14
ENSG00000139330	352	18	8	11	15	16	9
ENSG00000138594	352	19	17	20	20	12	12
ENSG00000120913	352	19	3	8	16	12	8
ENSG00000205482	352	17	13	10	12	16	6
ENSG00000150051	352	22	14	11	20	10	9
ENSG00000147677	352	20	15	10	19	13	8
ENSG00000116771	352	14	3	8	19	13	10
ENSG00000213903	352	13	0	4	5	13	0
ENSG00000169895	352	12	15	13	14	9	15
ENSG00000154124	352	22	9	15	18	14	10
ENSG00000103034	352	13	10	1	15	12	10
ENSG00000119718	351	18	9	17	17	13	3
ENSG00000156990	351	15	5	10	15	8	9
ENSG00000142875	351	18	14	15	23	24	11
ENSG00000128872	351	20	22	18	21	11	10
ENSG00000047579	351	11	7	26	22	7	9
ENSG00000100336	351	18	14	12	15	10	6
ENSG00000072062	351	18	14	15	23	24	11
ENSG00000171772	351	21	18	24	21	3	11
ENSG00000159720	351	16	11	18	24	15	14
